SIREN;Nom de l'entreprise;Produit;Numéro de dossier;Chargé d'affaire;Finalité commerciale;Date D'accord;Date prévisionnelle de signature;Dépenses entreprise (k€);Statut
751885831;HIGHSYS;Financement plan réduction émissions CO2;5358611403;Frederick Predovic;Modernisation;29/07/2017;30/05/2017;373;Gagné
848305967;SOC AUTOMATISM REALISAT ASCENSEUR;Prêt économies énergies;5706011404;Abigayle Rohan;Modernisation;;03/07/2011;350;Perdu
828320879;SLIDE WASH;Prêt Crédit Impôt Recherche;7829611405;Frederick Predovic;Développement;;25/01/2014;111;Perdu
835309881;2THELOO FRENCH GROUP;Prêt Crédit Impôt Recherche;7497511406;Brad Volkman;Développement;;14/05/2013;500;Perdu
530971399;SHIVAS;Financement innovation écologique;2515611407;Mara Lowe;Développement;28/08/2018;20/07/2018;478;Gagné
512204850;HENRAT ET GARIN;Financement installations production énergies renouvellables;9401611408;Price Glover;Modernisation;;22/09/2017;450;Perdu
817723869;HOTEL KENSINGTON;Prêt participatif développement bois;1257811409;Isaac Runolfsdottir;Développement;;14/09/2015;347;Perdu
850034273;HOTEL JARDIN DE CLUNY;Financement installations production énergies renouvellables;3233511410;Isaac Runolfsdottir;Modernisation;;22/12/2012;210;Perdu
839245628;HONODIS;Financement formation TES;2499511411;Frederick Predovic;Développement;;22/01/2019;346;Perdu
384907432;7FACTORY;Financement campagne sensibilisation interne TES;1251411412;Cecile Marquardt;Développement;;16/11/2010;234;Perdu
820853877;3A DEVELOPPEMENT;Prêt économies énergies;4367911413;Arnoldo Roob;Modernisation;22/09/2012;07/07/2012;313;Gagné
422641522;HOTEL DU PARC;Prêt économies énergies;4416111414;Abigayle Rohan;Modernisation;;18/11/2014;457;Perdu
811544303;SI-LOGISM;Financement innovation écologique;2473111415;Darrion Becker;Développement;13/10/2012;15/08/2012;375;Gagné
438706103;A TOI MAURICE;Financement plan réduction pollution;2988311416;Queen Pfannerstill;Modernisation;;01/08/2014;424;Perdu
495288003;HOTEL DIANA;Financement plan réduction pollution;1549811417;Trystan Hickle;Modernisation;;18/09/2015;347;Perdu
827907254;HODBOURG WAGNER ARCHITECTURE;Financement formation TES;9643411418;Brad Volkman;Développement;;29/01/2019;124;Perdu
532773413;SOC DANIEL H PIAT;Financement travaux modernisation;9064111419;Abigayle Rohan;Modernisation;;01/08/2013;357;Perdu
520917550;HOTEL DES NATIONS STE AME;Financement campagne sensibilisation interne TES;9044011420;Price Glover;Développement;;18/11/2019;433;Perdu
800158966;SOC ARTISTIQUE DIFFUSION EDITION;Prêt économies énergies;9443911421;Queen Pfannerstill;Modernisation;;09/06/2011;176;Perdu
813224607;HIS INTERNATIONAL TOURS FRANCE;Financement travaux modernisation;9187811422;Felicia Nicolas;Modernisation;20/07/2014;07/05/2014;195;Gagné
484998000;HOTEL BELGRAND PARIS CHAMPS ELYSEES;Financement innovation écologique;1121411423;Darrion Becker;Développement;11/04/2013;10/02/2013;184;Gagné
451437099;SOC HOTEL BRESCIA;Prêt Crédit Impôt Recherche;1395311424;Frederick Predovic;Développement;19/07/2015;26/04/2015;107;Gagné
833911993;SOC ETUDES FISCALES JURIDIQUES;Prêt participatif développement bois;0502311425;Mara Lowe;Développement;;21/09/2015;126;Perdu
790932412;HAYA;Financement formation TES;4662511426;Isaac Runolfsdottir;Développement;28/04/2015;27/02/2015;198;Gagné
512204850;HENRAT ET GARIN;Prêt Crédit Impôt Recherche;0418611427;Price Glover;Développement;;10/09/2015;413;Perdu
353920697;HESPERIE CONSEIL;Financement plan réduction pollution;8223911428;Isaac Runolfsdottir;Modernisation;;06/10/2012;467;Perdu
821403490;HORZE FRANCE;Financement innovation écologique;0268911429;Price Glover;Développement;30/10/2014;04/09/2014;441;Gagné
813269511;AAMSET;Prêt participatif développement bois;7047711430;Hayden Schroeder;Développement;;17/04/2018;186;Perdu
433167772;SIS CREARGIE SA;Financement formation TES;2169411431;Abigayle Rohan;Développement;;25/03/2015;155;Perdu
835403635;SNC BAKERS INDIA;Financement plan réduction émissions CO2;8776011432;Trystan Hickle;Modernisation;06/01/2013;10/10/2012;381;Gagné
410117121;HIGH ART;Financement installations production énergies renouvellables;1577911433;Hayden Schroeder;Modernisation;;09/12/2016;280;Perdu
408182830;HEALTH CITY FRANCE;Financement campagne sensibilisation interne TES;1285711434;Hayden Schroeder;Développement;;27/07/2011;349;Perdu
508805058;HOTEL DRIANCOURT;Financement plan réduction pollution;8329911435;Lavon Lang;Modernisation;;24/11/2018;280;Perdu
830599106;65 RUISSEAU;Financement plan réduction pollution;5651911436;Dusty Hoppe;Modernisation;;12/06/2016;415;Perdu
820578136;SOC DIFFUS PROFES EXPORT MATERIEL;Financement innovation écologique;1589811437;Queen Pfannerstill;Développement;24/08/2012;08/06/2012;353;Gagné
380302927;HI   TECH;Financement plan réduction pollution;7623811438;Queen Pfannerstill;Modernisation;;28/11/2017;430;Perdu
485076277;HERVE MINIOU CONSEIL ET COMPTABILITE;Prêt participatif développement bois;6112811439;Brad Volkman;Développement;;11/11/2013;369;Perdu
798205985;AARPI LIZOP ET ASSOCIES;Financement installations production énergies renouvellables;3391111440;Isaac Runolfsdottir;Modernisation;;24/01/2010;337;Perdu
853412237;SHINZZO AND CO;Financement travaux modernisation;3734511441;Lavon Lang;Modernisation;;27/12/2014;129;Perdu
838733202;SINGER AVOCATS;Financement campagne sensibilisation interne TES;2884311442;Trystan Hickle;Développement;;09/10/2015;266;Perdu
798450706;SOC FRANC DE PHYSIQUE;Financement installations production énergies renouvellables;1341311443;Brad Volkman;Modernisation;;18/06/2017;394;Perdu
477950562;SHOC;Prêt Crédit Impôt Recherche;6063711444;Isaac Runolfsdottir;Développement;;28/05/2016;295;Perdu
813900370;AC MONTPARNASSE;Prêt Crédit Impôt Recherche;4473211445;Mara Lowe;Développement;11/08/2016;15/05/2016;480;Gagné
499915429;A.C. SIMON;Financement plan réduction émissions CO2;8734111446;Mara Lowe;Modernisation;25/03/2020;30/01/2020;362;Gagné
784671257;SHEN NONG;Financement campagne sensibilisation interne TES;7866411447;Dusty Hoppe;Développement;;04/10/2010;298;Perdu
501598288;'A2D' A 2 DEVELOPPEMENT;Prêt participatif développement bois;8333011448;Brad Volkman;Développement;;15/10/2011;258;Perdu
414016436;8EME CONTINENT;Financement travaux modernisation;7747511449;Hayden Schroeder;Modernisation;05/01/2020;25/11/2019;430;Gagné
518312186;ABDI;Financement plan réduction émissions CO2;4628211450;Abigayle Rohan;Modernisation;;14/01/2012;345;Perdu
878830223;HOLDING DE PHARMARCIE INDEPENDANTES;Financement campagne sensibilisation interne TES;3148111451;Abigayle Rohan;Développement;;14/08/2014;227;Perdu
388365280;SNC BERTHELOT FOURREAU;Financement plan réduction pollution;6792911452;Lavon Lang;Modernisation;26/03/2016;11/02/2016;315;Gagné
841747785;SILENT;Prêt participatif développement bois;9531311453;Cecile Marquardt;Développement;;28/11/2016;359;Perdu
852335165;SOC DAVAL HOTEL;Financement formation TES;6550311454;Isaac Runolfsdottir;Développement;;09/10/2012;250;Perdu
323459792;HOTEL DU JARDIN DES PLANTES;Financement innovation écologique;1669011455;Brad Volkman;Développement;;15/02/2018;480;Perdu
508062114;HOTEL DE L'EUROPE;Prêt participatif développement bois;6325311456;Isaac Runolfsdottir;Développement;;03/08/2012;247;Perdu
791460587;SNC PHARMACIE MORCHOISNE CHHUN;Financement innovation écologique;7454411457;Darrion Becker;Développement;;09/06/2012;237;Perdu
402428981;SNC PHARMACIE COHEN;Financement formation TES;5718611458;Lavon Lang;Développement;;11/12/2011;463;Perdu
791460587;SNC PHARMACIE MORCHOISNE CHHUN;Prêt participatif développement bois;4618711459;Hayden Schroeder;Développement;;21/09/2019;249;Perdu
833048010;HOTEL CHATILLON;Financement travaux modernisation;2808811460;Darrion Becker;Modernisation;;11/11/2012;301;Perdu
840140446;SOC AMPERE;Prêt Crédit Impôt Recherche;9429911461;Isaac Runolfsdottir;Développement;;23/08/2014;303;Perdu
839470945;A LA FOLIE;Financement travaux modernisation;4151211462;Cecile Marquardt;Modernisation;;15/09/2015;470;Perdu
792574626;SOC BIJOUX BURMA;Financement campagne sensibilisation interne TES;7367811463;Price Glover;Développement;26/04/2012;01/02/2012;169;Gagné
529251217;SIAE;Financement plan réduction émissions CO2;9306811464;Hayden Schroeder;Modernisation;06/11/2018;13/08/2018;239;Gagné
825207012;SOC D'EXPERT COMPTABLE FIDUCIAIRE UNION;Prêt participatif développement bois;2775411465;Queen Pfannerstill;Développement;;20/07/2011;236;Perdu
340396142;SMART PIXELS;Financement campagne sensibilisation interne TES;9735411466;Isaac Runolfsdottir;Développement;;17/02/2016;447;Perdu
794238071;HIBANA LIVE;Financement plan réduction pollution;4013911467;Queen Pfannerstill;Modernisation;;19/05/2015;100;Perdu
820318582;SOC ADMINISTRAT COURTAGE ASSURANC FRANCE;Financement innovation écologique;0122311468;Felicia Nicolas;Développement;;02/05/2017;319;Perdu
823642574;SILVER VOYAGES;Financement formation TES;2198811469;Arnoldo Roob;Développement;;02/04/2019;404;Perdu
439475393;AARPI GATE AVOCATS;Prêt participatif développement bois;5660711470;Dusty Hoppe;Développement;11/03/2019;18/12/2018;192;Gagné
488126962;SIRENNES ESTHETIQUE;Prêt participatif développement bois;4297811471;Isaac Runolfsdottir;Développement;;17/09/2019;118;Perdu
508511755;ABSOLUTE SCOOTERS;Financement innovation écologique;4087111472;Lavon Lang;Développement;;02/09/2017;197;Perdu
848070538;HOTEL DU CASINO;Financement installations production énergies renouvellables;4282211473;Cecile Marquardt;Modernisation;;13/07/2018;354;Perdu
850461690;HEDIOS PATRIMOINE;Prêt Crédit Impôt Recherche;0027811474;Felicia Nicolas;Développement;;02/11/2018;330;Perdu
389072075;HOTEL DANIEL;Financement innovation écologique;4192811475;Frederick Predovic;Développement;05/06/2019;25/04/2019;110;Gagné
793858465;SLJ DISTRIBUTION;Financement formation TES;8609311476;Isaac Runolfsdottir;Développement;01/12/2019;29/09/2019;325;Gagné
354079212;SOC DES ETABLISSEMENTS JACQUES CHARTIER;Financement plan réduction émissions CO2;8718611477;Queen Pfannerstill;Modernisation;;26/08/2015;483;Perdu
791698012;A K SARL;Prêt Crédit Impôt Recherche;2240211478;Hayden Schroeder;Développement;;25/12/2011;233;Perdu
320089063;SNC SCEMAMA;Prêt Crédit Impôt Recherche;0940511479;Cecile Marquardt;Développement;;31/12/2012;142;Perdu
793577016;SHENKUO BUSINESS PARTNERS;Financement campagne sensibilisation interne TES;6470311480;Darrion Becker;Développement;;11/04/2016;363;Perdu
494810963;HOMAD;Financement plan réduction pollution;8192511481;Felicia Nicolas;Modernisation;22/06/2010;24/04/2010;236;Gagné
521722090;HEXAMEDIA;Prêt participatif développement bois;2499911482;Cecile Marquardt;Développement;;04/05/2017;453;Perdu
332555721;SMART DIS;Prêt économies énergies;3060111483;Brad Volkman;Modernisation;05/04/2014;16/02/2014;342;Gagné
521623033;HOTEL DE LA PLACE DES VOSGES;Financement formation TES;1501511484;Brad Volkman;Développement;;09/07/2010;464;Perdu
449471937;55 MEDISPA;Prêt Crédit Impôt Recherche;1237011485;Darrion Becker;Développement;20/10/2019;20/09/2019;356;Gagné
492061718;SNC LE CLIGNANCOURT;Financement plan réduction pollution;4116711486;Arnoldo Roob;Modernisation;;24/02/2017;303;Perdu
828994970;SO YOU;Financement innovation écologique;6811811487;Isaac Runolfsdottir;Développement;;26/10/2012;245;Perdu
494037237;A.G.E;Financement plan réduction émissions CO2;2343611488;Darrion Becker;Modernisation;;27/02/2019;128;Perdu
800144008;A.M.V. CONSEIL;Financement innovation écologique;3756611489;Darrion Becker;Développement;;07/06/2017;363;Perdu
827907254;HODBOURG WAGNER ARCHITECTURE;Prêt Crédit Impôt Recherche;2055311490;Felicia Nicolas;Développement;;20/10/2012;431;Perdu
822388138;3CSDIS;Financement campagne sensibilisation interne TES;8554011491;Mara Lowe;Développement;;18/11/2010;404;Perdu
514119387;SOC EXPL ETS FERNANDEZ;Financement innovation écologique;0559711492;Isaac Runolfsdottir;Développement;03/07/2013;07/04/2013;328;Gagné
840531289;SOC FINANCIERE ET IMMOBILIE PETROFRANCE;Prêt participatif développement bois;0572811493;Queen Pfannerstill;Développement;26/11/2013;25/09/2013;349;Gagné
803048321;HDF PARA;Financement innovation écologique;2044811494;Isaac Runolfsdottir;Développement;;19/12/2013;256;Perdu
509056263;HOTEL DES GRANDES ECOLES;Prêt économies énergies;4853711495;Isaac Runolfsdottir;Modernisation;28/09/2011;24/07/2011;140;Gagné
844149047;HOTEL FRANCE ALBION;Financement plan réduction pollution;2369311496;Frederick Predovic;Modernisation;;21/08/2019;376;Perdu
38884110;HCH 588;Financement plan réduction pollution;3508011497;Felicia Nicolas;Modernisation;;29/06/2019;460;Perdu
515058634;HOTEL MADELEINE PLAZA;Financement formation TES;8983111498;Arnoldo Roob;Développement;22/02/2019;28/12/2018;183;Gagné
822259958;SNC PHARMACIE GAYDAN & LE BERRE;Financement innovation écologique;8735511499;Trystan Hickle;Développement;;13/01/2013;384;Perdu
503000085;1PAX;Financement plan réduction pollution;0773611500;Lavon Lang;Modernisation;;06/06/2019;228;Perdu
851670026;HEYMANN RENOULT ASSOC;Prêt économies énergies;1812811501;Cecile Marquardt;Modernisation;;24/01/2018;401;Perdu
316917392;SHOP SOUVENIRS;Financement campagne sensibilisation interne TES;1890911502;Trystan Hickle;Développement;;24/04/2017;396;Perdu
878303510;SIMR;Financement formation TES;5316911503;Mara Lowe;Développement;;02/06/2012;204;Perdu
330842618;AARPI STEERING LEGAL;Financement installations production énergies renouvellables;5288811504;Isaac Runolfsdottir;Modernisation;;14/12/2019;265;En cours
821080751;SIMBAP;Prêt participatif développement bois;6106911505;Queen Pfannerstill;Développement;05/04/2017;23/01/2017;434;Gagné
452043730;A NOTRE DAME D'AUTEUIL;Financement campagne sensibilisation interne TES;7144911506;Queen Pfannerstill;Développement;12/03/2011;07/01/2011;483;Gagné
842295578;SOC EDITIONS ILYFUNET;Financement formation TES;3811211507;Abigayle Rohan;Développement;;10/11/2012;364;Perdu
798450706;SOC FRANC DE PHYSIQUE;Prêt économies énergies;9843911508;Brad Volkman;Modernisation;12/07/2018;06/05/2018;446;Gagné
841973514;HOTEL DU COLLEGE DE FRANCE;Financement plan réduction pollution;0902711509;Cecile Marquardt;Modernisation;09/05/2019;19/03/2019;145;Gagné
818061327;HOTEL DE REIMS HECTOR MALOT;Financement installations production énergies renouvellables;5813911510;Darrion Becker;Modernisation;;13/04/2012;263;Perdu
850287475;SOC FRANCAISE NETTOYAGE;Financement formation TES;9477811511;Queen Pfannerstill;Développement;;13/12/2013;146;Perdu
852943372;HOTEL ATMOSPHERES;Financement innovation écologique;3449311512;Darrion Becker;Développement;;15/04/2012;150;Perdu
811549633;HOTEL HELUSSI;Prêt économies énergies;3152111513;Abigayle Rohan;Modernisation;;02/12/2018;117;Perdu
849538137;A.C.M.E.;Prêt économies énergies;9348211514;Price Glover;Modernisation;;05/02/2020;356;En cours
499824290;HBHM;Prêt participatif développement bois;4493211515;Price Glover;Développement;;19/02/2018;109;Perdu
501089163;SIVP DENT STE INTERNAT VENT PROT DENT;Financement campagne sensibilisation interne TES;9804011516;Isaac Runolfsdottir;Développement;02/10/2010;27/07/2010;129;Gagné
414016436;8EME CONTINENT;Prêt participatif développement bois;0401811517;Isaac Runolfsdottir;Développement;;23/08/2014;389;Perdu
533866893;SHERPA - SOCIETE DES HOTELS ECONOMIQUES DE LA REGION PARISIENNE;Prêt économies énergies;5771411518;Lavon Lang;Modernisation;;16/11/2018;327;Perdu
439475393;AARPI GATE AVOCATS;Financement innovation écologique;2736511519;Dusty Hoppe;Développement;;08/01/2010;147;Perdu
533834487;SOC FAW;Financement plan réduction émissions CO2;3018611520;Arnoldo Roob;Modernisation;19/10/2017;07/08/2017;150;Gagné
433578515;A G H;Prêt participatif développement bois;4619011521;Isaac Runolfsdottir;Développement;;16/02/2019;148;Perdu
340396142;SMART PIXELS;Financement installations production énergies renouvellables;5763911522;Arnoldo Roob;Modernisation;;11/01/2015;119;Perdu
830815650;SK CONCEPT;Financement plan réduction pollution;8334411523;Price Glover;Modernisation;05/01/2016;28/10/2015;402;Gagné
534190731;A 19 ARCHITECTURE;Financement campagne sensibilisation interne TES;6610111524;Price Glover;Développement;;18/10/2010;162;Perdu
830599106;65 RUISSEAU;Financement installations production énergies renouvellables;7045411525;Mara Lowe;Modernisation;;12/09/2018;108;Perdu
827967852;AC M&S;Financement travaux modernisation;9878811526;Arnoldo Roob;Modernisation;;12/08/2015;177;Perdu
830727764;HOMERE;Financement installations production énergies renouvellables;9083611527;Mara Lowe;Modernisation;;01/07/2017;409;Perdu
793858465;SLJ DISTRIBUTION;Financement campagne sensibilisation interne TES;7027011528;Darrion Becker;Développement;;01/12/2019;223;En cours
843243700;HOTEL DE SAXE;Financement travaux modernisation;4922511529;Queen Pfannerstill;Modernisation;;19/03/2013;439;Perdu
805382645;SNC PHARMACIE CATALA & CHAPELIER;Prêt participatif développement bois;8016611530;Queen Pfannerstill;Développement;17/11/2015;12/10/2015;498;Gagné
407868058;HOTEL DES ARTS CAVAIGNAC;Financement installations production énergies renouvellables;7539411531;Lavon Lang;Modernisation;17/10/2011;04/09/2011;309;Gagné
477950562;SHOC;Prêt économies énergies;9928111532;Lavon Lang;Modernisation;27/05/2018;30/03/2018;391;Gagné
477930283;2MDA;Financement travaux modernisation;0342711533;Cecile Marquardt;Modernisation;;21/02/2020;276;En cours
793876095;HOTEL EIFFEL SEGUR;Financement campagne sensibilisation interne TES;1593411534;Felicia Nicolas;Développement;;05/05/2016;370;Perdu
827620212;SOC FR INVESTI IMMOBIL INDUSTRIELS;Financement campagne sensibilisation interne TES;1768511535;Arnoldo Roob;Développement;;19/10/2017;333;Perdu
817787948;HOTEL GRAMONT;Financement plan réduction pollution;2798011536;Felicia Nicolas;Modernisation;;26/08/2019;393;Perdu
842392219;A.F.L. GESTION;Prêt participatif développement bois;2149811537;Isaac Runolfsdottir;Développement;;02/12/2015;486;Perdu
641075650;HLA ET MEDECINE;Prêt Crédit Impôt Recherche;0327411538;Price Glover;Développement;;28/06/2018;184;Perdu
379010440;HERALIS MARKETING;Financement plan réduction émissions CO2;0164311539;Isaac Runolfsdottir;Modernisation;;08/08/2019;458;Perdu
521452896;HERVIEU - FOLLACCI SAS;Financement installations production énergies renouvellables;3623911540;Arnoldo Roob;Modernisation;18/02/2011;13/12/2010;223;Gagné
480689033;SIRCA;Financement installations production énergies renouvellables;1345311541;Brad Volkman;Modernisation;21/04/2011;09/02/2011;225;Gagné
424752533;HOTEL LE MULHOUSE;Financement plan réduction pollution;0345111542;Felicia Nicolas;Modernisation;;20/10/2011;419;Perdu
879319242;01NET MAG;Financement installations production énergies renouvellables;4194911543;Cecile Marquardt;Modernisation;;09/04/2018;209;Perdu
532247483;SOC FR D'EQUIPEMENT HOSPITALIER;Financement campagne sensibilisation interne TES;0458411544;Queen Pfannerstill;Développement;18/03/2019;13/02/2019;189;Gagné
518312186;ABDI;Financement innovation écologique;0630311545;Frederick Predovic;Développement;18/11/2018;20/08/2018;128;Gagné
797884855;A.M.FLEURS;Financement installations production énergies renouvellables;5325611546;Queen Pfannerstill;Modernisation;;27/11/2018;103;Perdu
438337172;HOTEL DU PANTHEON;Financement formation TES;6559511547;Abigayle Rohan;Développement;14/07/2015;03/06/2015;301;Gagné
791970205;HONOTEL MDO;Financement installations production énergies renouvellables;4458611548;Dusty Hoppe;Modernisation;;12/02/2020;422;En cours
823642574;SILVER VOYAGES;Financement installations production énergies renouvellables;5168311549;Abigayle Rohan;Modernisation;;20/12/2018;366;Perdu
441513231;A & F PROJECTS;Prêt économies énergies;4833611550;Price Glover;Modernisation;;25/06/2018;364;Perdu
819035023;HOTEL CARLTON MONTPARNASSE;Prêt participatif développement bois;1801311551;Darrion Becker;Développement;;10/05/2011;493;Perdu
821555620;HOTEL ASTRID;Prêt participatif développement bois;7307311552;Cecile Marquardt;Développement;;24/04/2016;379;Perdu
421295007;4 A INTERNATIONAL;Prêt Crédit Impôt Recherche;4533911553;Trystan Hickle;Développement;16/05/2013;10/03/2013;396;Gagné
850461690;HEDIOS PATRIMOINE;Prêt économies énergies;2124911554;Brad Volkman;Modernisation;;22/11/2016;273;Perdu
844440982;A 4 CONSEILS;Financement campagne sensibilisation interne TES;6415711555;Dusty Hoppe;Développement;07/07/2019;22/04/2019;107;Gagné
829399237;AB MAISON CONFORT;Financement campagne sensibilisation interne TES;4379711556;Arnoldo Roob;Développement;27/07/2014;24/05/2014;213;Gagné
850031063;A L'HOTEL QUEEN MARY;Prêt économies énergies;2505411557;Isaac Runolfsdottir;Modernisation;;23/04/2019;269;Perdu
440252666;SIRAM;Financement plan réduction pollution;8035411558;Darrion Becker;Modernisation;22/09/2014;02/07/2014;161;Gagné
433717089;A NET EUROPE SAS;Financement formation TES;9965311559;Brad Volkman;Développement;06/08/2014;26/06/2014;281;Gagné
823642574;SILVER VOYAGES;Financement plan réduction émissions CO2;4092111560;Queen Pfannerstill;Modernisation;;21/05/2011;263;Perdu
419453881;ABC PORTAGE SERVICES;Prêt participatif développement bois;0564311561;Trystan Hickle;Développement;;26/11/2012;188;Perdu
523880102;HOTEL DU JEU DE PAUME;Financement plan réduction émissions CO2;7572011562;Dusty Hoppe;Modernisation;;23/08/2012;444;Perdu
811549633;HOTEL HELUSSI;Prêt participatif développement bois;2325011563;Frederick Predovic;Développement;01/02/2013;15/12/2012;330;Gagné
518312186;ABDI;Prêt Crédit Impôt Recherche;2289311564;Brad Volkman;Développement;;15/04/2012;173;Perdu
408183184;@ NET.LIVE;Financement campagne sensibilisation interne TES;8715511565;Darrion Becker;Développement;;04/10/2019;261;Perdu
521623033;HOTEL DE LA PLACE DES VOSGES;Financement travaux modernisation;9083311566;Queen Pfannerstill;Modernisation;29/03/2016;22/02/2016;382;Gagné
381994854;HDA;Financement plan réduction pollution;0403711567;Isaac Runolfsdottir;Modernisation;02/02/2013;21/12/2012;361;Gagné
503447435;SOC CAGE THOUARD ET FILS;Financement campagne sensibilisation interne TES;7802611568;Trystan Hickle;Développement;;19/04/2011;100;Perdu
441389871;HOLDING BOSQUET;Prêt participatif développement bois;5482211569;Darrion Becker;Développement;;26/09/2018;348;Perdu
834750721;HOTEL CAMBRAI;Financement plan réduction émissions CO2;2641111570;Felicia Nicolas;Modernisation;08/07/2019;21/04/2019;163;Gagné
842565830;HOTEL DE BELLEVUE;Financement formation TES;2752711571;Abigayle Rohan;Développement;;19/07/2013;148;Perdu
38884334;A 12;Financement plan réduction émissions CO2;4314111572;Price Glover;Modernisation;;08/01/2012;364;Perdu
693001281;HEDEOS;Prêt participatif développement bois;1785011573;Frederick Predovic;Développement;01/12/2010;10/10/2010;487;Gagné
430059048;SOC A THEATRE MICHEL;Prêt participatif développement bois;6873411574;Darrion Becker;Développement;10/08/2018;30/05/2018;442;Gagné
509332029;369 SASU;Financement plan réduction émissions CO2;6668611575;Mara Lowe;Modernisation;10/06/2013;17/03/2013;257;Gagné
838437879;AB HOLDING COMPAGNY;Financement innovation écologique;3556311576;Abigayle Rohan;Développement;;22/01/2010;183;Perdu
790815286;HASCOET ET ASSOCIES;Prêt Crédit Impôt Recherche;0447611577;Queen Pfannerstill;Développement;;03/09/2018;137;Perdu
482147899;HELENE K - HELENE GAINVILLE;Prêt économies énergies;0460811578;Abigayle Rohan;Modernisation;;30/12/2018;214;Perdu
489808840;A TRIANON GOURMET;Prêt Crédit Impôt Recherche;4390611579;Price Glover;Développement;09/04/2010;05/03/2010;375;Gagné
841616766;HOTEL CERVANTES;Financement plan réduction émissions CO2;0856811580;Mara Lowe;Modernisation;;15/07/2010;253;Perdu
832788012;3PR SARL;Financement campagne sensibilisation interne TES;4124211581;Darrion Becker;Développement;;16/06/2011;500;Perdu
484644943;SIRTEG;Financement plan réduction émissions CO2;7888211582;Felicia Nicolas;Modernisation;;18/03/2013;361;Perdu
38871828;SMART PC;Financement installations production énergies renouvellables;0591011583;Price Glover;Modernisation;27/06/2014;22/04/2014;472;Gagné
512204850;HENRAT ET GARIN;Prêt Crédit Impôt Recherche;2643511584;Mara Lowe;Développement;;27/06/2016;237;Perdu
840282271;A.C.G ASSAINISSEMENT;Financement travaux modernisation;3728211585;Felicia Nicolas;Modernisation;;26/06/2016;271;Perdu
532029980;HOTEL LA PERLE DE PARIS;Financement campagne sensibilisation interne TES;1846411586;Queen Pfannerstill;Développement;;07/05/2011;210;Perdu
389005067;SHINICHI;Prêt Crédit Impôt Recherche;4462211587;Brad Volkman;Développement;25/03/2013;27/01/2013;354;Gagné
418378865;A2 MEDICAL;Financement campagne sensibilisation interne TES;4462411588;Frederick Predovic;Développement;;12/09/2016;440;Perdu
442580155;SNC HORSTEL LE MAS;Financement plan réduction pollution;8610011589;Darrion Becker;Modernisation;03/04/2014;22/01/2014;381;Gagné
494801152;SOC ETABLISSEMENTS MONCASSIN;Financement plan réduction émissions CO2;6655511590;Frederick Predovic;Modernisation;;30/12/2016;264;Perdu
420620262;HITTITE MICROWAVE;Financement plan réduction émissions CO2;5822911591;Hayden Schroeder;Modernisation;;22/04/2015;363;Perdu
391113776;HEALTH CONSULTING SERVICES INTERNATIONAL;Financement installations production énergies renouvellables;6450111592;Hayden Schroeder;Modernisation;16/01/2011;03/11/2010;129;Gagné
499575702;SILLAGE DISTRIBUTION SARL;Financement travaux modernisation;1943811593;Abigayle Rohan;Modernisation;;21/12/2017;229;Perdu
808611198;HELLMA FRANCE;Prêt Crédit Impôt Recherche;0060111594;Trystan Hickle;Développement;26/06/2016;02/05/2016;285;Gagné
823642574;SILVER VOYAGES;Prêt participatif développement bois;8044011595;Hayden Schroeder;Développement;;13/03/2011;117;Perdu
800144008;A.M.V. CONSEIL;Prêt participatif développement bois;7926011596;Brad Volkman;Développement;24/06/2016;08/05/2016;273;Gagné
505099598;HAUTES ETUDES APPLIQUEES DU DROIT (HEAD);Prêt participatif développement bois;9237211597;Lavon Lang;Développement;31/05/2012;11/04/2012;477;Gagné
819809633;SMN FRANCE;Prêt économies énergies;0375311598;Abigayle Rohan;Modernisation;;23/07/2015;242;Perdu
791460587;SNC PHARMACIE MORCHOISNE CHHUN;Financement campagne sensibilisation interne TES;4144611599;Cecile Marquardt;Développement;;15/05/2019;142;Perdu
510493406;2 CF NET;Financement plan réduction émissions CO2;3302411600;Abigayle Rohan;Modernisation;;23/04/2019;450;Perdu
434367124;SOC FRANCAISE FOYERS ECONOMIQUES;Financement plan réduction émissions CO2;7521711601;Darrion Becker;Modernisation;;21/06/2018;226;Perdu
419453881;ABC PORTAGE SERVICES;Prêt participatif développement bois;7471811602;Cecile Marquardt;Développement;;07/08/2017;278;Perdu
382366805;SNC LYZ;Prêt économies énergies;0565611603;Mara Lowe;Modernisation;;21/08/2016;402;Perdu
321263659;A MI CHEMIN;Prêt Crédit Impôt Recherche;6605411604;Trystan Hickle;Développement;;03/02/2018;429;Perdu
821287810;SHINIE;Financement campagne sensibilisation interne TES;8348311605;Queen Pfannerstill;Développement;13/02/2019;05/12/2018;415;Gagné
810899674;HELLO TOMORROW;Financement formation TES;8497411606;Felicia Nicolas;Développement;;03/11/2011;447;Perdu
793704164;A HOUSE OF PRINT;Financement travaux modernisation;0952411607;Queen Pfannerstill;Modernisation;;04/07/2011;498;Perdu
828994970;SO YOU;Financement plan réduction pollution;8396211608;Brad Volkman;Modernisation;26/12/2013;18/11/2013;428;Gagné
530971399;SHIVAS;Financement innovation écologique;0226611609;Cecile Marquardt;Développement;;15/10/2011;362;Perdu
800241531;HMC CONCEPTION ETUDES TECHNIQUES;Financement installations production énergies renouvellables;2984611610;Abigayle Rohan;Modernisation;;06/04/2017;400;Perdu
